cooccurrence_strength,linearity_score,mse_full,mse_linear,nonlinear_gain,avg_pairwise_nonlinearity,nonlinearity_cooccurrence_correlation,correlation_p_value,final_loss
0.0,0.9656375087797642,0.012530796229839325,0.013859200291335583,0.09584991017321827,0.04512427747249603,0.012423026,0.782558219464463,0.012868655659258366
0.2,0.9925856431946158,0.03395223617553711,0.035313114523887634,0.03853746635843441,0.012156038545072079,-0.03238216,0.4718000123101913,0.03404498063027859
0.4,0.9939133576117456,0.03888798505067825,0.03911487013101578,0.005800480011125434,0.03608432784676552,-0.01191704,0.7912067990762789,0.038861605264246465
0.6,0.9911521850153804,0.036012131720781326,0.037152841687202454,0.030703160447144152,0.026226703077554703,0.08124919,0.07061725785842218,0.03557712402194738
0.8,0.9962943717837334,0.035150572657585144,0.03574622422456741,0.016663337548795395,0.03723195195198059,0.066606015,0.1385294116617958,0.03432486228644848
1.0,0.9979172933381051,0.03334914520382881,0.03352447971701622,0.005230042714070391,0.030311349779367447,0.0319857,0.47724460752456477,0.03326207162812352
