n,m,l,S,mean,ci_low,ci_high,std,ci_rel
32,16,4,0.95,2.4618382667540573e-05,2.2240203179535456e-05,2.6579438781482168e-05,1.2993995142096537e-06,0.17625997859185158
32,2,1,0.85,0.038891784846782684,0.03865542635321617,0.03908952325582504,0.00011879998783115298,0.011161660600536364
32,2,1,0.9,0.02682342752814293,0.026628170162439346,0.026987088844180107,9.514636622043326e-05,0.013380791152218938
32,2,1,0.95,0.013857743702828884,0.013722994364798069,0.014027251861989498,7.654799264855683e-05,0.0219557745991015
32,2,2,0.85,0.031008535996079445,0.030806751921772957,0.031232215464115143,0.00010465602099429816,0.013720852296799157
32,2,2,0.9,0.02001018635928631,0.019833067432045937,0.020195618271827698,8.914666977943853e-05,0.01811831400628155
32,2,2,0.95,0.007309735286980867,0.007213459350168705,0.007455131039023399,6.450485670939088e-05,0.03306161979423906
32,2,3,0.85,0.02240629680454731,0.022235186770558357,0.022551363334059715,9.508002403890714e-05,0.014111058434126906
32,2,3,0.9,0.01581941917538643,0.01566282846033573,0.015957944095134735,8.31088109407574e-05,0.018655276247953313
32,2,3,0.95,0.005566828418523073,0.005459087900817394,0.005684488452970982,5.546418105950579e-05,0.04048994062823801
32,2,4,0.85,0.021782375872135162,0.02161671221256256,0.02196577563881874,9.606454113963991e-05,0.016025039155747694
32,2,4,0.9,0.014526880346238613,0.01439772080630064,0.014692727476358414,7.548428402515128e-05,0.02030764094055187
32,2,4,0.95,0.00526015367358923,0.005165461916476488,0.005372853949666023,5.2744027925655246e-05,0.03942699131221819
32,4,1,0.85,0.033136118203401566,0.0329340435564518,0.03333732485771179,0.00010597150685498491,0.012170444914051398
32,4,1,0.9,0.022190410643815994,0.02203397825360298,0.02235645428299904,8.912590419640765e-05,0.014532224507793167
32,4,1,0.95,0.010605459101498127,0.010496487841010094,0.010740022175014019,6.492638203781098e-05,0.022963110948164767
32,4,2,0.85,0.019762292504310608,0.019579561427235603,0.019952233880758286,9.054569818545133e-05,0.0188577541518219
32,4,2,0.9,0.011062080971896648,0.01090808305889368,0.011187839321792126,7.528594142058864e-05,0.025289659658898657
32,4,2,0.95,0.0051101804710924625,0.0050203618593513966,0.005235700402408838,5.478150342241861e-05,0.04213912684211059
32,4,3,0.85,0.013378658331930637,0.013248234055936337,0.013549786061048508,7.330814696615562e-05,0.02253977922378522
32,4,3,0.9,0.00883485097438097,0.008718333207070827,0.00891583040356636,5.358323687687516e-05,0.022354332525611274
32,4,3,0.95,0.004094932693988085,0.0040046703070402145,0.004199305549263954,4.627669113688171e-05,0.04753075490336886
32,4,4,0.85,0.011887944303452969,0.011771596036851406,0.012028539553284645,7.000587356742471e-05,0.02161378871522869
32,4,4,0.9,0.008543229661881924,0.008432642556726933,0.00865824893116951,6.032101737218909e-05,0.02640762139980681
32,4,4,0.95,0.003242829814553261,0.003166814800351858,0.0033267810940742493,3.912290048901923e-05,0.049329228750916866
32,8,1,0.85,0.022055739536881447,0.021826334297657013,0.022272396832704544,0.00010520060459384695,0.020224329104976443
32,8,1,0.9,0.012574546039104462,0.0124296173453331,0.012700754217803478,7.470821583410725e-05,0.021562358722708116
32,8,1,0.95,0.004310329910367727,0.004213138483464718,0.0043936315923929214,4.760972296935506e-05,0.04187454619055022
32,8,2,0.85,0.00996365025639534,0.009860663674771786,0.010074971243739128,5.7390036090509966e-05,0.021508941347051537
32,8,2,0.9,0.004830791149288416,0.0047556557692587376,0.004908186383545399,4.046153844683431e-05,0.031574665427034486
32,8,2,0.95,0.0017239042790606618,0.0016695096855983138,0.0017819899367168546,2.6718120352597907e-05,0.06524738785370968
32,8,3,0.85,0.006502498872578144,0.0064154318533837795,0.006595755461603403,4.537860513664782e-05,0.027731432446696902
32,8,3,0.9,0.0025716067757457495,0.0025283019058406353,0.0026156262028962374,2.44482380367117e-05,0.033957095571222624
32,8,3,0.95,0.0012811380438506603,0.001241064048372209,0.0013217295054346323,2.0724199202959426e-05,0.06296390732412457
32,8,4,0.85,0.0046385168097913265,0.0045676142908632755,0.004713196307420731,3.73925176972989e-05,0.03138546706355568
32,8,4,0.9,0.001957301050424576,0.0019183671101927757,0.0020012117456644773,2.1473411834449507e-05,0.042325954637244506
32,8,4,0.95,0.0005569956847466528,0.0005309872794896364,0.0005808522691950202,1.2335589417489246e-05,0.08952491207910283
64,16,1,0.85,0.022296415641903877,0.022166842594742775,0.022396326065063477,6.10501883784309e-05,0.010292392912222646
64,16,1,0.9,0.012518670409917831,0.012427685782313347,0.012602766044437885,4.980991070624441e-05,0.013985531721150857
64,16,1,0.95,0.003873262321576476,0.00381503626704216,0.003932022489607334,2.9854883905500174e-05,0.030203537187111808
64,16,2,0.85,0.011082182638347149,0.010994287207722664,0.0111542958766222,4.213016654830426e-05,0.014438371404010773
64,16,2,0.9,0.0043184892274439335,0.004270960111171007,0.00437492411583662,2.941465390904341e-05,0.02407416093686734
64,16,2,0.95,0.0009003922459669411,0.0008751034620217979,0.0009226261754520237,1.1747123608074617e-05,0.05278001187048283
64,16,3,0.85,0.009084142744541168,0.009016511030495167,0.009153359569609165,3.681647649500519e-05,0.015064551819843789
64,16,3,0.9,0.003649838035926223,0.0036088493652641773,0.0036955454852432013,2.4326667698915116e-05,0.023753415665477052
64,16,3,0.95,0.0005174915422685444,0.0005000691162422299,0.0005330495769158006,8.360623724001925e-06,0.06373140037998132
