n,m,l,sparsity,compression_ratio,linearity_score,nonlinear_gain,mse_full,mse_linear,top1_variance,seed
64,4,2,0.3,16.0,0.9959794459864497,0.00013191157614730748,0.07245635986328125,0.0724659189581871,0.37706542015075684,2
64,6,2,0.3,10.666666666666666,0.9958067736588418,-0.00025210632076920074,0.07050244510173798,0.07048467546701431,0.27857810258865356,0
64,6,2,0.3,10.666666666666666,0.9952527130953968,-0.00015284664553974833,0.07113049179315567,0.07111962139606476,0.27085915207862854,1
64,6,2,0.3,10.666666666666666,0.9966965550556779,-0.00027349144427399157,0.07035926729440689,0.07034002989530563,0.33321690559387207,2
64,8,2,0.3,8.0,0.9974842164665461,-0.00044207799251065426,0.06827015429735184,0.06823998689651489,0.26188671588897705,0
64,8,2,0.3,8.0,0.9968692960683256,-0.0001945769340430732,0.06912901997566223,0.06911557167768478,0.23394761979579926,1
64,8,2,0.3,8.0,0.9976852128747851,-0.0003326946407862349,0.06911047548055649,0.06908749043941498,0.2936462163925171,2
64,12,2,0.3,5.333333333333333,0.9966799353715032,-0.000461206832223536,0.06723383814096451,0.0672028437256813,0.263248085975647,0
64,12,2,0.3,5.333333333333333,0.9977063199039549,-0.0003332537795659675,0.06733958423137665,0.06731715053319931,0.24101637303829193,1
64,12,2,0.3,5.333333333333333,0.9974982137791812,-0.00041538270111611715,0.06608816981315613,0.06606072932481766,0.2797336280345917,2
64,16,2,0.3,4.0,0.9968654373660684,-0.00046432794365656137,0.06557811051607132,0.06554767489433289,0.3053513169288635,0
64,16,2,0.3,4.0,0.9976753401570022,-0.00036912551666378547,0.06699658185243607,0.06697186082601547,0.23598527908325195,1
64,16,2,0.3,4.0,0.9972812940832227,-0.000366415648361827,0.06492889672517776,0.06490511447191238,0.26852914690971375,2
64,24,2,0.3,2.6666666666666665,0.9973066155798733,-0.0005948573884141563,0.06389035284519196,0.06385236978530884,0.25413456559181213,0
64,24,2,0.3,2.6666666666666665,0.9967747221235186,-0.0004336809362086718,0.06703052669763565,0.06700146943330765,0.25952184200286865,1
64,24,2,0.3,2.6666666666666665,0.9968318878673017,-0.0004520304372500373,0.06518466770648956,0.06515521556138992,0.23084846138954163,2
64,32,2,0.3,2.0,0.9977033871691674,-0.0007070940312852941,0.06004480645060539,0.06000237911939621,0.26002922654151917,0
64,32,2,0.3,2.0,0.9968812051229179,-0.0005064831125021653,0.06540621817111969,0.06537310779094696,0.2289644181728363,1
64,32,2,0.3,2.0,0.9974266781937331,-0.000500291749384262,0.06429315358400345,0.06426100432872772,0.3048062324523926,2
